2025-08-22 22:12:02,771 - INFO - Coordinates cache database initialized
2025-08-22 22:12:10,193 - WARNING - Could not geocode Taku-Campbell, Anchorage Borough, AK
2025-08-23 10:23:16,444 - WARNING - Could not geocode Crestwood Colony, Allen County, IN
2025-08-23 10:23:16,964 - WARNING - Could not geocode Crown Colony, Allen County, IN
2025-08-23 10:23:17,579 - WARNING - Could not geocode Pontiac Place, Allen County, IN
2025-08-23 10:23:18,736 - WARNING - Could not geocode Fairfield Terrace-Belmont, Allen County, IN
2025-08-23 10:23:19,421 - WARNING - Could not geocode Creighton Home, Allen County, IN
2025-08-23 10:23:20,463 - WARNING - Could not geocode Hoagland Masterson, Allen County, IN
2025-08-23 10:23:21,369 - WARNING - Could not geocode Brookside-Parkerdale, Allen County, IN
2025-08-23 10:23:22,598 - WARNING - Could not geocode Southwick Village, Allen County, IN
2025-08-23 10:23:23,520 - WARNING - Could not geocode Casselwood Terrace, Allen County, IN
2025-08-23 10:23:25,158 - WARNING - Could not geocode Mill Ridge Place, Allen County, IN
2025-08-23 10:23:25,774 - WARNING - Could not geocode East Side, Allen County, IN
2025-08-23 10:23:26,584 - WARNING - Could not geocode Avalon Place, Allen County, IN
2025-08-23 10:23:27,614 - WARNING - Could not geocode Greater McMillen Park, Allen County, IN
2025-08-23 10:23:28,576 - WARNING - Could not geocode Eastland Gardens Community, Allen County, IN
2025-08-23 10:23:29,460 - WARNING - Could not geocode Fairmont, Allen County, IN
2025-08-23 10:23:30,381 - WARNING - Could not geocode Lakeshores, Allen County, IN
2025-08-23 10:23:32,325 - WARNING - Could not geocode Ranchwood, Allen County, IN
2025-08-23 10:23:33,146 - WARNING - Could not geocode Victoria Park, Allen County, IN
2025-08-23 10:23:33,554 - WARNING - Could not geocode Maplewood Terrace and Downs, Allen County, IN
2025-08-23 10:23:34,580 - WARNING - Could not geocode Imperial Gardens Extended, Allen County, IN
2025-08-23 10:23:35,911 - WARNING - Could not geocode Shores of Rock Creek, Allen County, IN
2025-08-23 10:23:36,502 - WARNING - Could not geocode Georgetown Place, Allen County, IN
2025-08-23 10:23:37,956 - WARNING - Could not geocode Timber Lake-Covington Woods, Allen County, IN
2025-08-23 10:23:38,468 - WARNING - Could not geocode Blackhawk Farms, Allen County, IN
2025-08-23 10:23:40,211 - WARNING - Could not geocode Williams-Woodland Park, Allen County, IN
2025-08-23 10:23:40,722 - WARNING - Could not geocode Paper Mill Bluffs, Allen County, IN
2025-08-23 10:23:41,336 - WARNING - Could not geocode Oakborough, Allen County, IN
2025-08-23 10:23:42,487 - WARNING - Could not geocode Sherwood to Pettit, Allen County, IN
2025-08-23 10:23:43,999 - WARNING - Could not geocode Forest Ridge Estates, Allen County, IN
2025-08-23 10:23:44,409 - WARNING - Could not geocode Southeast Waynedale, Allen County, IN
2025-08-23 10:23:45,684 - WARNING - Could not geocode North Triangle, Allen County, IN
2025-08-23 10:23:46,446 - WARNING - Could not geocode Tamarak, Allen County, IN
2025-08-23 10:23:47,684 - WARNING - Could not geocode Kensington Downs, Allen County, IN
2025-08-23 10:23:48,766 - WARNING - Could not geocode Statewood Park, Allen County, IN
2025-08-23 10:23:49,637 - WARNING - Could not geocode Rolling Rose, Allen County, IN
2025-08-23 10:23:50,757 - WARNING - Could not geocode Springwood-Orchard Woods, Allen County, IN
2025-08-23 10:23:53,113 - WARNING - Could not geocode Liberty Hill, Allen County, IN
2025-08-23 10:23:53,625 - WARNING - Could not geocode Blackhawk Forest, Allen County, IN
2025-08-23 10:23:53,626 - WARNING - Could not geocode Valley Park Forest, Allen County, IN
2025-08-23 10:23:54,853 - WARNING - Could not geocode Bullerman Park Forest, Allen County, IN
2025-08-23 10:23:55,571 - WARNING - Could not geocode Tanbark Trails, Allen County, IN
2025-08-23 10:23:57,105 - WARNING - Could not geocode St. Marys River, Allen County, IN
2025-08-23 10:23:57,721 - WARNING - Could not geocode Morningside Terrace, Allen County, IN
2025-08-23 10:23:58,744 - WARNING - Could not geocode Brookside Park, Allen County, IN
2025-08-23 10:23:59,769 - WARNING - Could not geocode Sunny Meadows, Allen County, IN
2025-08-23 10:24:00,596 - WARNING - Could not geocode Monarch Park, Allen County, IN
2025-08-23 10:24:01,458 - WARNING - Could not geocode Westmoor Park, Allen County, IN
2025-08-23 10:24:02,635 - WARNING - Could not geocode Kern Valley Meadows, Allen County, IN
2025-08-23 10:24:04,685 - WARNING - Could not geocode Colonial Heritage, Allen County, IN
2025-08-23 10:24:05,714 - WARNING - Could not geocode South Calhoun Place, Allen County, IN
2025-08-23 10:24:05,715 - WARNING - Could not geocode Summit Ridge, Allen County, IN
2025-08-23 10:24:06,454 - WARNING - Could not geocode Bluewater Estates, Allen County, IN
2025-08-23 10:24:07,550 - WARNING - Could not geocode Abby Place, Allen County, IN
2025-08-23 10:24:09,014 - WARNING - Could not geocode Hickory Grove, Allen County, IN
2025-08-23 10:24:09,599 - WARNING - Could not geocode Falls of Beaver Creek, Allen County, IN
2025-08-23 10:24:11,443 - WARNING - Could not geocode Lincolnshire Community, Allen County, IN
2025-08-23 10:24:11,444 - WARNING - Could not geocode Village Green, Allen County, IN
2025-08-23 10:24:12,469 - WARNING - Could not geocode Plantation of Aboite, Allen County, IN
2025-08-23 10:24:13,491 - WARNING - Could not geocode Westchester Glens, Allen County, IN
2025-08-23 10:24:14,310 - WARNING - Could not geocode Congress-McKinnie, Allen County, IN
2025-08-23 10:24:15,651 - WARNING - Could not geocode Caribe Colony, Allen County, IN
2025-08-23 10:24:16,504 - WARNING - Could not geocode Abby Place Villas, Allen County, IN
2025-08-23 10:24:17,586 - WARNING - Could not geocode Trier Ridge Park, Allen County, IN
2025-08-23 10:24:18,814 - WARNING - Could not geocode Springfield Glen, Allen County, IN
2025-08-23 10:24:19,328 - WARNING - Could not geocode Shannonside, Allen County, IN
2025-08-23 10:24:20,658 - WARNING - Could not geocode Community of Chadwick, Allen County, IN
2025-08-23 10:24:21,445 - WARNING - Could not geocode Briargate, Allen County, IN
2025-08-23 10:24:28,852 - WARNING - Could not geocode Riverside/Normal City, Delaware County, IN
2025-08-23 10:24:30,078 - WARNING - Could not geocode Sky Park, Delaware County, IN
2025-08-23 10:24:30,295 - WARNING - Could not geocode Whitely, Delaware County, IN
2025-08-23 10:24:31,720 - WARNING - Could not geocode Thomas Park/Avondale, Delaware County, IN
2025-08-23 10:24:32,539 - WARNING - Could not geocode Northview, Delaware County, IN
2025-08-23 10:24:33,767 - WARNING - Could not geocode Old West End, Delaware County, IN
2025-08-23 10:24:34,381 - WARNING - Could not geocode Eastside, Delaware County, IN
2025-08-23 10:24:35,410 - WARNING - Could not geocode Carlton-Ludingwood, Delaware County, IN
2025-08-23 10:24:36,429 - WARNING - Could not geocode Westridge, Delaware County, IN
2025-08-23 10:24:37,660 - WARNING - Could not geocode Granville Park, Delaware County, IN
2025-08-23 10:24:38,580 - WARNING - Could not geocode Southeast, Delaware County, IN
2025-08-23 10:24:39,501 - WARNING - Could not geocode Kenmore, Delaware County, IN
2025-08-23 10:24:41,344 - WARNING - Could not geocode University Heights, Delaware County, IN
2025-08-23 10:24:41,345 - WARNING - Could not geocode Westbrier, Delaware County, IN
2025-08-23 10:24:45,132 - WARNING - Could not geocode Historic Roosevelt, Elkhart County, IN
2025-08-23 10:24:46,262 - WARNING - Could not geocode Pleasant-Prairie, Elkhart County, IN
2025-08-23 10:24:46,881 - WARNING - Could not geocode Impact, Elkhart County, IN
2025-08-23 10:24:48,103 - WARNING - Could not geocode South Benham, Elkhart County, IN
2025-08-23 10:24:49,228 - WARNING - Could not geocode Baker Park, Elkhart County, IN
2025-08-23 10:24:49,947 - WARNING - Could not geocode Rivercreek, Elkhart County, IN
2025-08-23 10:24:51,073 - WARNING - Could not geocode Sterling South, Elkhart County, IN
2025-08-23 10:24:51,935 - WARNING - Could not geocode Hayden, Elkhart County, IN
2025-08-23 10:24:52,952 - WARNING - Could not geocode Tipton Area, Elkhart County, IN
2025-08-23 10:24:54,088 - WARNING - Could not geocode Hudson-Sterling, Elkhart County, IN
2025-08-23 10:24:55,475 - WARNING - Could not geocode Lexington River Bend, Elkhart County, IN
2025-08-23 10:24:59,167 - WARNING - Could not geocode Midtown, Floyd County, IN
2025-08-23 10:25:03,463 - WARNING - Could not geocode Center City, Grant County, IN
2025-08-23 10:25:04,487 - WARNING - Could not geocode Northeast Marion, Grant County, IN
2025-08-23 10:25:05,101 - WARNING - Could not geocode Southeast, Grant County, IN
2025-08-23 10:25:06,331 - WARNING - Could not geocode College Park, Grant County, IN
2025-08-23 10:25:07,355 - WARNING - Could not geocode Andrew Manor, Grant County, IN
2025-08-23 10:25:09,198 - WARNING - Could not geocode Historic Marion, Grant County, IN
2025-08-23 10:25:09,200 - WARNING - Could not geocode Westside/West Point, Grant County, IN
2025-08-23 10:25:10,118 - WARNING - Could not geocode Euclid Triangle, Grant County, IN
2025-08-23 10:25:12,065 - WARNING - Could not geocode Foster, Grant County, IN
2025-08-23 10:25:12,269 - WARNING - Could not geocode Bend of the River, Grant County, IN
2025-08-23 10:25:13,094 - WARNING - Could not geocode Harry Cramer, Grant County, IN
2025-08-23 10:25:13,907 - WARNING - Could not geocode Sunnywest, Grant County, IN
2025-08-23 10:25:17,595 - WARNING - Could not geocode Fairlawn, Howard County, IN
2025-08-23 10:25:21,010 - WARNING - Could not geocode Ambrige Mann, Lake County, IN
2025-08-23 10:25:22,509 - WARNING - Could not geocode Hobart Marsh, Lake County, IN
2025-08-23 10:25:23,432 - WARNING - Could not geocode Cressmoor Prairie, Lake County, IN
2025-08-23 10:25:24,257 - WARNING - Could not geocode Creek, Lake County, IN
2025-08-23 10:25:25,273 - WARNING - Could not geocode Nob Hill, Lake County, IN
2025-08-23 10:25:26,335 - WARNING - Could not geocode Ellendale Farm, Lake County, IN
2025-08-23 10:25:28,038 - WARNING - Could not geocode Ridge Pointe, Lake County, IN
2025-08-23 10:25:32,647 - WARNING - Could not geocode Chapel Hill-Ben Davis, Marion County, IN
2025-08-23 10:25:33,058 - WARNING - Could not geocode Snacks-Guion Creek, Marion County, IN
2025-08-23 10:25:34,490 - WARNING - Could not geocode St Vincent-Greenbriar, Marion County, IN
2025-08-23 10:25:35,105 - WARNING - Could not geocode Near Westside, Marion County, IN
2025-08-23 10:25:36,436 - WARNING - Could not geocode Near Southeast, Marion County, IN
2025-08-23 10:25:36,802 - WARNING - Could not geocode Galludet, Marion County, IN
2025-08-23 10:25:38,179 - WARNING - Could not geocode Nora-Far Northside, Marion County, IN
2025-08-23 10:25:40,430 - WARNING - Could not geocode Southeast Warren, Marion County, IN
2025-08-23 10:25:40,598 - WARNING - Could not geocode Linden Wood, Marion County, IN
2025-08-23 10:25:41,448 - WARNING - Could not geocode Key Meadows, Marion County, IN
2025-08-23 10:25:42,277 - WARNING - Could not geocode Near Northside, Marion County, IN
2025-08-23 10:25:43,606 - WARNING - Could not geocode Glenn's Valley, Marion County, IN
2025-08-23 10:25:44,528 - WARNING - Could not geocode Arlington Woods, Marion County, IN
2025-08-23 10:25:45,513 - WARNING - Could not geocode Near NW-Riverside, Marion County, IN
2025-08-23 10:25:46,061 - WARNING - Could not geocode Trader's Point, Marion County, IN
2025-08-23 10:25:47,188 - WARNING - Could not geocode Near Southside, Marion County, IN
2025-08-23 10:25:48,215 - WARNING - Could not geocode Marian-Cold Springs, Marion County, IN
2025-08-23 10:25:49,850 - WARNING - Could not geocode College Corner, Marion County, IN
2025-08-23 10:25:54,686 - WARNING - Could not geocode Smithville-Sanders, Monroe County, IN
2025-08-23 10:25:55,894 - WARNING - Could not geocode Barcly Gardens, Monroe County, IN
2025-08-23 10:25:57,430 - WARNING - Could not geocode Old Northeast Downtown, Monroe County, IN
2025-08-23 10:25:57,736 - WARNING - Could not geocode Cresent Bend, Monroe County, IN
2025-08-23 10:25:58,964 - WARNING - Could not geocode McDoel Gardens, Monroe County, IN
2025-08-23 10:26:07,156 - WARNING - Could not geocode Salt Creek Commons, Porter County, IN
2025-08-23 10:26:07,670 - WARNING - Could not geocode Shorewood Forest, Porter County, IN
2025-08-23 10:26:11,687 - WARNING - Could not geocode Near Westside Neighborhood, Saint Joseph County, IN
2025-08-23 10:26:12,688 - WARNING - Could not geocode Southeast Quality, Saint Joseph County, IN
2025-08-23 10:26:14,128 - WARNING - Could not geocode Near Northwest, Saint Joseph County, IN
2025-08-23 10:26:14,739 - WARNING - Could not geocode Lasalle Area, Saint Joseph County, IN
2025-08-23 10:26:15,555 - WARNING - Could not geocode Nws Cooperative Alliance, Saint Joseph County, IN
2025-08-23 10:26:17,191 - WARNING - Could not geocode Lincoln Way West Gateway, Saint Joseph County, IN
2025-08-23 10:26:18,421 - WARNING - Could not geocode Howard Park-East Bank, Saint Joseph County, IN
2025-08-23 10:26:18,632 - WARNING - Could not geocode Harter Heights, Saint Joseph County, IN
2025-08-23 10:26:19,547 - WARNING - Could not geocode FNW, Saint Joseph County, IN
2025-08-23 10:26:20,572 - WARNING - Could not geocode Scottsdale Community, Saint Joseph County, IN
2025-08-23 10:26:21,663 - WARNING - Could not geocode UNITE, Saint Joseph County, IN
2025-08-23 10:26:22,731 - WARNING - Could not geocode Erskine Park, Saint Joseph County, IN
2025-08-23 10:26:23,648 - WARNING - Could not geocode Wooded Estates, Saint Joseph County, IN
2025-08-23 10:26:25,283 - WARNING - Could not geocode Lincoln Manor, Saint Joseph County, IN
2025-08-23 10:26:25,904 - WARNING - Could not geocode Southeast Pond, Saint Joseph County, IN
2025-08-23 10:26:26,600 - WARNING - Could not geocode Mayflower East, Saint Joseph County, IN
2025-08-23 10:26:27,739 - WARNING - Could not geocode Pinhook Area, Saint Joseph County, IN
2025-08-23 10:26:31,431 - WARNING - Could not geocode New Chauncey, Tippecanoe County, IN
2025-08-23 10:26:32,553 - WARNING - Could not geocode Larman Lakes, Tippecanoe County, IN
2025-08-23 10:26:33,475 - WARNING - Could not geocode Saint Lawrence-McCallister, Tippecanoe County, IN
2025-08-23 10:26:34,910 - WARNING - Could not geocode University Farms, Tippecanoe County, IN
2025-08-23 10:26:35,726 - WARNING - Could not geocode Hills and Dales, Tippecanoe County, IN
2025-08-23 10:26:36,768 - WARNING - Could not geocode Bar-Barry Heights, Tippecanoe County, IN
2025-08-23 10:26:37,570 - WARNING - Could not geocode Ellsworth Romig, Tippecanoe County, IN
2025-08-23 10:26:38,407 - WARNING - Could not geocode Jesco Hills, Tippecanoe County, IN
2025-08-23 10:26:39,822 - WARNING - Could not geocode Orchard Heights, Tippecanoe County, IN
2025-08-23 10:26:40,644 - WARNING - Could not geocode Potter Hollow, Tippecanoe County, IN
2025-08-23 10:26:41,768 - WARNING - Could not geocode Historic Centennial, Tippecanoe County, IN
2025-08-23 10:26:42,486 - WARNING - Could not geocode Vinton Highlands, Tippecanoe County, IN
2025-08-23 10:26:43,750 - WARNING - Could not geocode Glenwood Heights, Tippecanoe County, IN
2025-08-23 10:26:47,545 - WARNING - Could not geocode Bellemeade-Baynard Park, Vanderburgh County, IN
2025-08-23 10:26:48,646 - WARNING - Could not geocode Southeast Side, Vanderburgh County, IN
2025-08-23 10:26:49,556 - WARNING - Could not geocode Oakhill, Vanderburgh County, IN
2025-08-23 10:26:50,677 - WARNING - Could not geocode Presidents, Vanderburgh County, IN
2025-08-23 10:26:51,585 - WARNING - Could not geocode Kathleen/Jeannette, Vanderburgh County, IN
2025-08-23 10:26:52,552 - WARNING - Could not geocode Midtown, Vanderburgh County, IN
2025-08-23 10:26:53,853 - WARNING - Could not geocode Poplar Grove, Vanderburgh County, IN
2025-08-23 10:26:55,080 - WARNING - Could not geocode Country Club Manor, Vanderburgh County, IN
2025-08-23 10:26:55,901 - WARNING - Could not geocode University South, Vanderburgh County, IN
2025-08-23 10:26:56,618 - WARNING - Could not geocode Ross Center, Vanderburgh County, IN
2025-08-23 10:26:57,744 - WARNING - Could not geocode Ballard, Vanderburgh County, IN
2025-08-23 10:26:59,586 - WARNING - Could not geocode Garvinwood-Rosedale, Vanderburgh County, IN
2025-08-23 10:26:59,587 - WARNING - Could not geocode Lincolnshire, Vanderburgh County, IN
2025-08-23 10:27:00,612 - WARNING - Could not geocode Arcadian Acres, Vanderburgh County, IN
2025-08-23 10:27:01,599 - WARNING - Could not geocode Lincoln-Bellemeade, Vanderburgh County, IN
2025-08-23 10:27:02,971 - WARNING - Could not geocode Old Erie, Vanderburgh County, IN
2025-08-23 10:27:03,682 - WARNING - Could not geocode Reitz Hill, Vanderburgh County, IN
2025-08-23 10:27:05,525 - WARNING - Could not geocode Crystal Court-Conlin, Vanderburgh County, IN
2025-08-23 10:27:05,836 - WARNING - Could not geocode Iroquois Garden, Vanderburgh County, IN
2025-08-23 10:27:06,755 - WARNING - Could not geocode Western Terrace, Vanderburgh County, IN
2025-08-23 10:27:07,985 - WARNING - Could not geocode Gum-Bayard-Park-Chandler, Vanderburgh County, IN
2025-08-23 10:27:08,802 - WARNING - Could not geocode Indian Woods/Windsong, Vanderburgh County, IN
2025-08-23 10:27:12,574 - WARNING - Could not geocode Pinckeny, Douglas County, KS
2025-08-23 10:27:16,382 - WARNING - Could not geocode Mahaffie-Westerfield, Johnson County, KS
2025-08-23 10:27:17,610 - WARNING - Could not geocode Prairire Fields, Johnson County, KS
2025-08-23 10:27:18,356 - WARNING - Could not geocode Prairire Hills, Johnson County, KS
2025-08-23 10:27:19,226 - WARNING - Could not geocode Grantioch, Johnson County, KS
2025-08-23 10:27:21,297 - WARNING - Could not geocode Stonehurst, Johnson County, KS
2025-08-23 10:27:22,325 - WARNING - Could not geocode Palisade Park, Johnson County, KS
2025-08-23 10:27:22,934 - WARNING - Could not geocode Library District, Johnson County, KS
2025-08-23 10:27:23,344 - WARNING - Could not geocode Crimson Ridge, Johnson County, KS
2025-08-23 10:27:24,272 - WARNING - Could not geocode Trailwood South, Johnson County, KS
2025-08-23 10:27:25,214 - WARNING - Could not geocode Moody Hills, Johnson County, KS
2025-08-23 10:27:26,712 - WARNING - Could not geocode Heritage Glen, Johnson County, KS
2025-08-23 10:27:27,337 - WARNING - Could not geocode Arrowhead Trails, Johnson County, KS
2025-08-23 10:27:28,162 - WARNING - Could not geocode Saddlewood Downs, Johnson County, KS
2025-08-23 10:27:30,002 - WARNING - Could not geocode Indian Trails Park, Johnson County, KS
2025-08-23 10:27:30,416 - WARNING - Could not geocode Applewood at Wexford Downs, Johnson County, KS
2025-08-23 10:27:31,330 - WARNING - Could not geocode Lakepointe, Johnson County, KS
2025-08-23 10:27:32,663 - WARNING - Could not geocode Brittany Ridge at Stagecoach Meadows, Johnson County, KS
2025-08-23 10:27:33,277 - WARNING - Could not geocode Symphony Hills, Johnson County, KS
2025-08-23 10:27:35,431 - WARNING - Could not geocode Shawnee Pioneers/Douglas Highlands, Johnson County, KS
2025-08-23 10:27:35,632 - WARNING - Could not geocode Willow Ridge, Johnson County, KS
2025-08-23 10:27:37,477 - WARNING - Could not geocode Fox Ridge, Johnson County, KS
2025-08-23 10:27:37,477 - WARNING - Could not geocode Brittany Ridge, Johnson County, KS
2025-08-23 10:27:38,602 - WARNING - Could not geocode Brittany Forest, Johnson County, KS
2025-08-23 10:27:39,831 - WARNING - Could not geocode Heritage Hills, Johnson County, KS
2025-08-23 10:27:40,649 - WARNING - Could not geocode Ashton Willow at Westwood Valley, Johnson County, KS
2025-08-23 10:27:42,083 - WARNING - Could not geocode Forest Hills Estates, Johnson County, KS
2025-08-23 10:27:42,512 - WARNING - Could not geocode South Hampton, Johnson County, KS
2025-08-23 10:27:43,414 - WARNING - Could not geocode Saxony at Concord Square, Johnson County, KS
2025-08-23 10:27:44,645 - WARNING - Could not geocode Black Bob Trails, Johnson County, KS
2025-08-23 10:27:45,847 - WARNING - Could not geocode Estates of Prairie Haven, Johnson County, KS
2025-08-23 10:27:46,451 - WARNING - Could not geocode Wellington West, Johnson County, KS
2025-08-23 10:27:47,409 - WARNING - Could not geocode Ranchview Gardens, Johnson County, KS
2025-08-23 10:27:49,046 - WARNING - Could not geocode Trail Springs, Johnson County, KS
2025-08-23 10:27:49,867 - WARNING - Could not geocode Heritage Meadows, Johnson County, KS
2025-08-23 10:27:50,481 - WARNING - Could not geocode Somerset Acres West, Johnson County, KS
2025-08-23 10:27:51,495 - WARNING - Could not geocode Rolling Meadows, Johnson County, KS
2025-08-23 10:27:52,382 - WARNING - Could not geocode Seville at Camden Place, Johnson County, KS
2025-08-23 10:27:53,142 - WARNING - Could not geocode Wyncroft Meadows, Johnson County, KS
2025-08-23 10:27:54,678 - WARNING - Could not geocode Cambridge Creek, Johnson County, KS
2025-08-23 10:27:55,293 - WARNING - Could not geocode Brooke Falls, Johnson County, KS
2025-08-23 10:27:56,214 - WARNING - Could not geocode Timberland Creek, Johnson County, KS
2025-08-23 10:27:57,343 - WARNING - Could not geocode Tomahawk Place, Johnson County, KS
2025-08-23 10:27:58,097 - WARNING - Could not geocode Brightons Landing, Johnson County, KS
2025-08-23 10:27:59,798 - WARNING - Could not geocode Fairfield at Heritage Park, Johnson County, KS
2025-08-23 10:28:00,618 - WARNING - Could not geocode Regency Place at Southbrook, Johnson County, KS
2025-08-23 10:28:01,232 - WARNING - Could not geocode Woodgate, Johnson County, KS
2025-08-23 10:28:02,256 - WARNING - Could not geocode Goddard Heights, Johnson County, KS
2025-08-23 10:28:04,099 - WARNING - Could not geocode Spring Meadow at Scarborough, Johnson County, KS
2025-08-23 10:28:04,715 - WARNING - Could not geocode Highlands of Kensington, Johnson County, KS
2025-08-23 10:28:06,472 - WARNING - Could not geocode Villages of Sunnybrook Estates, Johnson County, KS
2025-08-23 10:28:06,653 - WARNING - Could not geocode Black Bob Meadows, Johnson County, KS
2025-08-23 10:28:07,585 - WARNING - Could not geocode Bradford Meadows, Johnson County, KS
2025-08-23 10:28:08,400 - WARNING - Could not geocode Nottingham Reserve, Johnson County, KS
2025-08-23 10:28:09,835 - WARNING - Could not geocode North Overland Park Hills, Johnson County, KS
2025-08-23 10:28:11,269 - WARNING - Could not geocode Coffee Creek Meadows, Johnson County, KS
2025-08-23 10:28:11,779 - WARNING - Could not geocode New Village at Prairie Haven, Johnson County, KS
2025-08-23 10:28:12,710 - WARNING - Could not geocode Bryn Vista Park, Johnson County, KS
2025-08-23 10:28:13,418 - WARNING - Could not geocode Symphony Park Estates, Johnson County, KS
2025-08-23 10:28:14,650 - WARNING - Could not geocode Raintree Village, Johnson County, KS
2025-08-23 10:28:15,572 - WARNING - Could not geocode Greenview Ridge, Johnson County, KS
2025-08-23 10:28:16,403 - WARNING - Could not geocode Stratton Oaks, Johnson County, KS
2025-08-23 10:28:17,412 - WARNING - Could not geocode Raven Crest, Johnson County, KS
2025-08-23 10:28:19,056 - WARNING - Could not geocode Woods at Prairie Hollow, Johnson County, KS
2025-08-23 10:28:19,431 - WARNING - Could not geocode Lackman Park Place, Johnson County, KS
2025-08-23 10:28:20,278 - WARNING - Could not geocode Frenchmens Creek, Johnson County, KS
2025-08-23 10:28:21,411 - WARNING - Could not geocode Asbury Estates, Johnson County, KS
2025-08-23 10:28:25,245 - WARNING - Could not geocode Planeview United, Sedgwick County, KS
2025-08-23 10:28:27,040 - WARNING - Could not geocode South Area, Sedgwick County, KS
2025-08-23 10:28:27,959 - WARNING - Could not geocode South Central, Sedgwick County, KS
2025-08-23 10:28:29,700 - WARNING - Could not geocode South City Community, Sedgwick County, KS
2025-08-23 10:28:29,710 - WARNING - Could not geocode Historic Midtown, Sedgwick County, KS
2025-08-23 10:28:30,966 - WARNING - Could not geocode Maple Hills, Sedgwick County, KS
2025-08-23 10:28:31,339 - WARNING - Could not geocode Stanley-Aley, Sedgwick County, KS
2025-08-23 10:28:32,874 - WARNING - Could not geocode Orchard Breeze, Sedgwick County, KS
2025-08-23 10:28:33,591 - WARNING - Could not geocode Indian Hills Riverbend, Sedgwick County, KS
2025-08-23 10:28:34,820 - WARNING - Could not geocode Kellogg School, Sedgwick County, KS
2025-08-23 10:28:35,640 - WARNING - Could not geocode Hilltop - Jefferson, Sedgwick County, KS
2025-08-23 10:28:37,278 - WARNING - Could not geocode Northwest Big River, Sedgwick County, KS
2025-08-23 10:28:37,891 - WARNING - Could not geocode Country Overlook, Sedgwick County, KS
2025-08-23 10:28:38,408 - WARNING - Could not geocode Schweiter East, Sedgwick County, KS
2025-08-23 10:28:39,838 - WARNING - Could not geocode East Front, Sedgwick County, KS
2025-08-23 10:28:40,566 - WARNING - Could not geocode Northeast Millair, Sedgwick County, KS
2025-08-23 10:28:42,399 - WARNING - Could not geocode Crown Heights South, Sedgwick County, KS
2025-08-23 10:28:42,530 - WARNING - Could not geocode Comotara Mainsgate Villa, Sedgwick County, KS
2025-08-23 10:28:43,216 - WARNING - Could not geocode Calfskin, Sedgwick County, KS
2025-08-23 10:28:47,187 - WARNING - Could not geocode Oldtown, Shawnee County, KS
2025-08-23 10:28:48,337 - WARNING - Could not geocode Greater Auburndale, Shawnee County, KS
2025-08-23 10:28:50,180 - WARNING - Could not geocode Historic Holiday Park, Shawnee County, KS
2025-08-23 10:28:50,486 - WARNING - Could not geocode Norton, Shawnee County, KS
2025-08-23 10:28:51,447 - WARNING - Could not geocode Kenwood, Shawnee County, KS
2025-08-23 10:28:52,637 - WARNING - Could not geocode Tennessee Town, Shawnee County, KS
2025-08-23 10:28:53,867 - WARNING - Could not geocode Miller's Glen, Shawnee County, KS
2025-08-23 10:28:54,278 - WARNING - Could not geocode Lincolnshire Link, Shawnee County, KS
2025-08-23 10:28:58,996 - WARNING - Could not geocode Quail Creek, Wyandotte County, KS
2025-08-23 10:28:59,808 - WARNING - Could not geocode Wyandotte Village, Wyandotte County, KS
2025-08-23 10:29:00,832 - WARNING - Could not geocode Parkway Pointe, Wyandotte County, KS
2025-08-23 10:29:01,518 - WARNING - Could not geocode Canan Woods, Wyandotte County, KS
2025-08-23 10:29:02,673 - WARNING - Could not geocode Strugglers Hill, Wyandotte County, KS
2025-08-23 10:29:03,909 - WARNING - Could not geocode Coronodo Hills, Wyandotte County, KS
2025-08-23 10:29:05,130 - WARNING - Could not geocode Prairie Oaks, Wyandotte County, KS
2025-08-23 10:29:12,914 - WARNING - Could not geocode Shifley-York, Daviess County, KY
2025-08-23 10:29:13,938 - WARNING - Could not geocode Southeast, Daviess County, KY
2025-08-23 10:29:14,961 - WARNING - Could not geocode Dogwood Azalea, Daviess County, KY
2025-08-23 10:29:15,987 - WARNING - Could not geocode Audobon-Bon Harbor, Daviess County, KY
2025-08-23 10:29:17,013 - WARNING - Could not geocode Midtown East, Daviess County, KY
2025-08-23 10:29:18,148 - WARNING - Could not geocode Wesleyan-Shawnee, Daviess County, KY
2025-08-23 10:29:18,956 - WARNING - Could not geocode Northwest Side, Daviess County, KY
2025-08-23 10:29:23,155 - WARNING - Could not geocode Central Downtown, Fayette County, KY
2025-08-23 10:29:23,979 - WARNING - Could not geocode Blueberry Hill-Brigadoon-Stoneybrook-Baralto, Fayette County, KY
2025-08-23 10:29:25,616 - WARNING - Could not geocode Cardinal Hill-Pine Meadow, Fayette County, KY
2025-08-23 10:29:25,920 - WARNING - Could not geocode Gardenside-Colony, Fayette County, KY
2025-08-23 10:29:27,046 - WARNING - Could not geocode Kenawood-Rockwood-Hi-Acres-Deep Spring, Fayette County, KY
2025-08-23 10:29:28,311 - WARNING - Could not geocode Indian Hills-Stonewall Estates-Monticello, Fayette County, KY
2025-08-23 10:29:29,521 - WARNING - Could not geocode Marriott's Griffin Gate Golf Club, Fayette County, KY
2025-08-23 10:29:30,427 - WARNING - Could not geocode Fairway-Liberty Heights, Fayette County, KY
2025-08-23 10:29:31,345 - WARNING - Could not geocode Elkhorn Parks-Radcliff, Fayette County, KY
