Address,Latitude,Longitude,Neighborhood,Created_At,Property_Type,Style,Year_Built,Square_Footage,Bedrooms,Bathrooms,Lot_Size,Price,Property_Tax,HOA_Fees,Parking_Spaces,Heating,Cooling,Appliances,Features,School_District,Walk_Score,Transit_Score,Last_Sold_Date,Last_Sold_Price,Estimated_Monthly_Payment,ROI,Current_Value,CountyName,State,City,Price_Per_Sqft,Bed_Bath_Ratio,Lot_Size_Sqft
"6931, Sanchez Street, Mission Dolores, San Francisco, CA 94102",37.747966,-122.40201,Mission Dolores,2025-08-31,Single Family Home,Victorian,1920,2179,3,2,6933,1720855,21510,0,1,Radiant,Mini Split,"Dishwasher, Garbage Disposal, Oven, Washer, Refrigerator","Close to public transportation, Built-in storage, Laminate floors, Updated kitchen",San Francisco Archdiocese,85,85,2023-02-07,1503645,3254,5.58,1720855,San Francisco,CA,Mission Dolores,789.7452960073429,1.5,6933
"7801, Valencia Street, Mission Dolores, San Francisco, CA 94102",37.744314,-122.406292,Mission Dolores,2025-08-31,Single Family Home,Victorian,1940,2002,3,2,4198,1875620,23445,0,0,Baseboard,None,"Dishwasher, Microwave, Refrigerator","Landscaped backyard, Close to shopping, Renovated kitchen",San Francisco Unified School District,91,81,2022-12-20,1496354,3546,5.38,1875620,San Francisco,CA,Mission Dolores,936.8731268731269,1.5,4198
"1348, Dolores Street, Mission Dolores, San Francisco, CA 94102",37.743175,-122.413261,Mission Dolores,2025-08-31,Single Family Home,Victorian,1910,1931,4,3,7525,1813860,22673,0,0,Central Heating,Mini Split,"Oven, Washer, Microwave","Tile floors, Close to restaurants, Private backyard",San Francisco Archdiocese,92,84,2021-03-23,1600618,3430,6.91,1813860,San Francisco,CA,Mission Dolores,939.3371310201968,1.3333333333333333,7525
"791, Dolores Street, Mission Dolores, San Francisco, CA 94102",37.744772,-122.405404,Mission Dolores,2025-08-31,Single Family Home,Victorian,1887,2379,4,3,6107,2199305,27491,660,2,Radiant,Window Unit,"Oven, Washer, Microwave","Close to restaurants, Carpet floors, Private backyard",San Francisco Archdiocese,89,84,2021-07-19,1565538,4159,6.14,2199305,San Francisco,CA,Mission Dolores,924.4661622530475,1.3333333333333333,6107
"9780, Sanchez Street, Mission Dolores, San Francisco, CA 94102",37.74192,-122.406065,Mission Dolores,2025-08-31,Single Family Home,Victorian,1924,2853,4,3,10957,2094948,26186,0,0,Radiant,Evaporative,"Garbage Disposal, Microwave, Washer, Dishwasher, Dryer","Close to parks, Carpet floors, Renovated kitchen, Spacious backyard",Private Schools,90,88,2021-12-26,1756675,3961,6.43,2094948,San Francisco,CA,Mission Dolores,734.2965299684543,1.3333333333333333,10957
"208, Valencia Street, Mission Dolores, San Francisco, CA 94102",37.745838,-122.416135,Mission Dolores,2025-08-31,Single Family Home,Victorian,1908,2732,3,2,9174,2752220,34402,0,1,Forced Air,Window Unit,"Dishwasher, Refrigerator, Washer, Microwave, Oven","Private backyard, Modern kitchen, High ceilings, Close to shopping",Charter Schools,92,84,2020-10-03,2338660,5204,5.68,2752220,San Francisco,CA,Mission Dolores,1007.4011713030746,1.5,9174
"8943, Valencia Street, Mission Dolores, San Francisco, CA 94102",37.745349,-122.413562,Mission Dolores,2025-08-31,Single Family Home,Victorian,1918,2836,2,2,9897,2594436,32430,0,1,Central Heating,None,"Oven, Refrigerator, Dishwasher","Spacious backyard, Laminate floors, Fireplace, Updated kitchen, Close to parks",San Francisco Unified School District,95,90,2021-03-08,2117250,4907,6.55,2594436,San Francisco,CA,Mission Dolores,914.8222849083215,1.0,9897
"9462, Dolores Street, Mission Dolores, San Francisco, CA 94102",37.742332,-122.419435,Mission Dolores,2025-08-31,Single Family Home,Victorian,1936,1915,2,2,5875,2698244,33728,0,1,Forced Air,None,"Oven, Refrigerator, Dishwasher","Landscaped backyard, Carpet floors, High ceilings",Private Schools,88,82,2023-10-27,2284380,5103,6.34,2698244,San Francisco,CA,Mission Dolores,1409.0046997389034,1.0,5875
"3585, Dolores Street, Mission Dolores, San Francisco, CA 94102",37.743594,-122.402181,Mission Dolores,2025-08-31,Single Family Home,Victorian,1885,2893,2,2,7127,1780620,22257,0,1,Wall Unit,Mini Split,"Washer, Microwave, Oven","Renovated kitchen, Private backyard, Close to restaurants, Built-in storage, Tile floors",Private Schools,93,84,2021-03-25,1523936,3366,6.53,1780620,San Francisco,CA,Mission Dolores,615.4925682682336,1.0,7127
"745, Sanchez Street, Mission Dolores, San Francisco, CA 94102",37.740144,-122.406595,Mission Dolores,2025-08-31,Single Family Home,Victorian,1890,2998,3,2,10339,2393802,29922,0,2,Radiant,None,"Oven, Garbage Disposal, Microwave, Dryer, Refrigerator, Washer","Renovated kitchen, Concrete floors, Fireplace, Spacious backyard, Close to restaurants",Private Schools,95,90,2022-11-16,1934490,4527,5.48,2393802,San Francisco,CA,Mission Dolores,798.466310873916,1.5,10339
"2307, Sanchez Street, Bernal Heights, San Francisco, CA 94102",37.749775,-122.404602,Bernal Heights,2025-08-31,Single Family Home,Victorian,1924,2443,2,1,6925,2322873,29035,0,0,Forced Air,None,"Dishwasher, Oven, Refrigerator, Washer, Microwave, Dryer","Fireplace, Spacious backyard, Carpet floors",Charter Schools,80,75,2023-12-14,1693282,4392,4.35,2322873,San Francisco,CA,Bernal Heights,950.8280802292263,2.0,6925
"7133, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.748826,-122.409077,Bernal Heights,2025-08-31,Single Family Home,Victorian,1891,2290,2,1,5463,2049529,25619,0,1,Radiant,Central Air,"Dryer, Dishwasher, Refrigerator, Washer","Landscaped backyard, Modern kitchen, High ceilings, Hardwood floors",Private Schools,90,75,2022-10-17,1633648,3875,5.27,2049529,San Francisco,CA,Bernal Heights,894.9908296943231,2.0,5463
"7626, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.746058,-122.415393,Bernal Heights,2025-08-31,Single Family Home,Victorian,1910,2042,2,2,6170,1697454,21218,0,0,Baseboard,Evaporative,"Refrigerator, Washer, Oven, Dishwasher","Carpet floors, Private backyard, Fireplace",Charter Schools,88,82,2022-10-01,1490941,3210,5.62,1697454,San Francisco,CA,Bernal Heights,831.2703232125367,1.0,6170
"6962, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.743717,-122.404384,Bernal Heights,2025-08-31,Single Family Home,Victorian,1905,2506,2,1,7501,1938981,24237,696,1,Central Heating,Evaporative,"Dishwasher, Garbage Disposal, Oven, Dryer, Microwave","Close to parks, High ceilings, Spacious backyard",Charter Schools,87,77,2023-08-25,1546698,3666,5.6,1938981,San Francisco,CA,Bernal Heights,773.7354349561053,2.0,7501
"3456, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.740154,-122.417842,Bernal Heights,2025-08-31,Single Family Home,Victorian,1897,2434,4,3,7103,1772488,22156,0,1,Baseboard,Window Unit,"Garbage Disposal, Microwave, Refrigerator, Oven, Dryer","Renovated kitchen, Close to shopping, Tile floors, High ceilings, Spacious backyard",San Francisco Archdiocese,89,76,2023-06-24,1586221,3352,4.96,1772488,San Francisco,CA,Bernal Heights,728.2202136400986,1.3333333333333333,7103
"4427, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.747643,-122.419634,Bernal Heights,2025-08-31,Single Family Home,Victorian,1893,2792,3,2,9432,1998570,24982,0,1,Forced Air,Evaporative,"Washer, Dryer, Dishwasher, Refrigerator, Garbage Disposal","Close to parks, Hardwood floors, Built-in storage, Renovated kitchen",Private Schools,86,77,2024-03-08,1482345,3779,5.08,1998570,San Francisco,CA,Bernal Heights,715.8202005730659,1.5,9432
"3047, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.744542,-122.4026,Bernal Heights,2025-08-31,Single Family Home,Victorian,1896,2380,3,2,7821,2416734,30209,0,2,Central Heating,Window Unit,"Dishwasher, Oven, Refrigerator, Dryer","Close to parks, Private backyard, Modern kitchen, Hardwood floors, Built-in storage",San Francisco Archdiocese,88,80,2022-06-26,1719833,4570,4.6,2416734,San Francisco,CA,Bernal Heights,1015.4344537815126,1.5,7821
"5475, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.740633,-122.406763,Bernal Heights,2025-08-31,Single Family Home,Victorian,1933,2459,4,3,9810,2259760,28247,0,0,Central Heating,Central Air,"Dishwasher, Washer, Garbage Disposal, Microwave, Refrigerator","Landscaped backyard, Concrete floors, Close to restaurants, Modern kitchen, High ceilings",Private Schools,90,78,2024-07-06,1869140,4273,4.01,2259760,San Francisco,CA,Bernal Heights,918.9751931679544,1.3333333333333333,9810
"5742, Sanchez Street, Bernal Heights, San Francisco, CA 94102",37.745413,-122.408403,Bernal Heights,2025-08-31,Single Family Home,Victorian,1924,2314,4,3,8553,2011153,25139,0,1,Wall Unit,Mini Split,"Refrigerator, Oven, Washer, Microwave, Dryer, Garbage Disposal","Built-in storage, Close to restaurants, Private backyard, Modern kitchen, Laminate floors",Charter Schools,84,84,2023-12-02,1703172,3802,4.87,2011153,San Francisco,CA,Bernal Heights,869.1240276577355,1.3333333333333333,8553
"4950, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.743297,-122.408373,Bernal Heights,2025-08-31,Single Family Home,Victorian,1932,2102,3,3,4309,1679730,20996,0,1,Baseboard,Mini Split,"Garbage Disposal, Oven, Microwave, Refrigerator, Dishwasher, Washer","Modern kitchen, Fireplace, Concrete floors, Spacious backyard",Private Schools,85,76,2024-03-11,1474356,3175,5.15,1679730,San Francisco,CA,Bernal Heights,799.1103710751665,1.0,4309
"7401, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.740452,-122.417928,Bernal Heights,2025-08-31,Single Family Home,Victorian,1935,2313,4,3,8270,2094022,26175,0,0,Central Heating,Central Air,"Dryer, Oven, Microwave, Dishwasher","Laminate floors, Fireplace, Private backyard, Updated kitchen, Close to public transportation",San Francisco Unified School District,89,79,2022-05-14,1831309,3960,4.12,2094022,San Francisco,CA,Bernal Heights,905.327280587981,1.3333333333333333,8270
"8458, Sanchez Street, Bernal Heights, San Francisco, CA 94102",37.745247,-122.400076,Bernal Heights,2025-08-31,Single Family Home,Victorian,1926,2123,3,2,5366,2135095,26688,0,0,Baseboard,None,"Dishwasher, Dryer, Refrigerator, Garbage Disposal, Oven, Microwave","Landscaped backyard, Hardwood floors, High ceilings, Close to restaurants",Private Schools,80,79,2020-12-30,1768310,4038,5.34,2135095,San Francisco,CA,Bernal Heights,1005.6971267074894,1.5,5366
"7768, Cortland Avenue, Bernal Heights, San Francisco, CA 94102",37.749277,-122.414828,Bernal Heights,2025-08-31,Single Family Home,Victorian,1926,2138,3,3,7340,2041302,25516,0,2,Wall Unit,None,"Refrigerator, Microwave, Garbage Disposal, Dryer","Modern kitchen, Hardwood floors, Fireplace, Landscaped backyard, Close to restaurants",San Francisco Unified School District,83,75,2023-01-08,1827071,3860,4.5,2041302,San Francisco,CA,Bernal Heights,954.7717492984098,1.0,7340
"8035, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.747872,-122.405937,Bernal Heights,2025-08-31,Single Family Home,Victorian,1904,2156,3,2,8046,2328395,29104,649,0,Wall Unit,None,"Microwave, Washer, Garbage Disposal","Close to shopping, Laminate floors, Renovated kitchen, Private backyard, Built-in storage",San Francisco Archdiocese,90,76,2024-03-25,1961730,4403,5.64,2328395,San Francisco,CA,Bernal Heights,1079.9605751391466,1.5,8046
"9758, Mission Street, Bernal Heights, San Francisco, CA 94102",37.749691,-122.4052,Bernal Heights,2025-08-31,Single Family Home,Victorian,1923,2239,3,3,6368,2498310,31228,0,1,Baseboard,Central Air,"Garbage Disposal, Dishwasher, Oven, Microwave, Washer","Renovated kitchen, Close to shopping, Spacious backyard",San Francisco Unified School District,89,76,2021-03-08,1803596,4724,5.22,2498310,San Francisco,CA,Bernal Heights,1115.8150960250111,1.0,6368
"3849, Cortland Avenue, Bernal Heights, San Francisco, CA 94102",37.745148,-122.406095,Bernal Heights,2025-08-31,Single Family Home,Victorian,1936,2071,4,3,4167,2233730,27921,0,1,Central Heating,Mini Split,"Garbage Disposal, Microwave, Refrigerator, Washer, Oven","Updated kitchen, Close to public transportation, Carpet floors, Landscaped backyard, High ceilings",Charter Schools,82,82,2023-12-06,1678143,4223,4.74,2233730,San Francisco,CA,Bernal Heights,1078.575567358764,1.3333333333333333,4167
"6680, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.746452,-122.414615,Bernal Heights,2025-08-31,Single Family Home,Victorian,1894,2186,4,3,6537,1865678,23320,368,1,Radiant,Evaporative,"Dryer, Refrigerator, Dishwasher, Garbage Disposal, Oven, Microwave","Renovated kitchen, Spacious backyard, Fireplace, Hardwood floors",San Francisco Archdiocese,87,84,2023-04-29,1447662,3528,3.96,1865678,San Francisco,CA,Bernal Heights,853.4666056724611,1.3333333333333333,6537
"5183, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.740238,-122.41801,Bernal Heights,2025-08-31,Single Family Home,Victorian,1914,2466,3,2,5428,1884915,23561,0,1,Radiant,Mini Split,"Oven, Microwave, Dishwasher, Washer, Garbage Disposal","Close to shopping, Spacious backyard, Built-in storage, Hardwood floors, Modern kitchen",Private Schools,86,84,2024-03-13,1573678,3564,4.09,1884915,San Francisco,CA,Bernal Heights,764.3613138686131,1.5,5428
"4237, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.744735,-122.402539,Bernal Heights,2025-08-31,Single Family Home,Victorian,1917,1936,4,3,7149,2050474,25630,374,2,Baseboard,Window Unit,"Microwave, Dishwasher, Garbage Disposal, Dryer","Private backyard, Close to shopping, High ceilings, Hardwood floors, Modern kitchen",San Francisco Archdiocese,81,80,2024-07-13,1595458,3877,3.9,2050474,San Francisco,CA,Bernal Heights,1059.129132231405,1.3333333333333333,7149
"7262, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.743408,-122.405703,Bernal Heights,2025-08-31,Single Family Home,Victorian,1938,2256,3,2,6735,1941531,24269,607,1,Baseboard,Evaporative,"Microwave, Washer, Refrigerator, Garbage Disposal","Modern kitchen, Laminate floors, Spacious backyard, Fireplace, Close to restaurants",San Francisco Archdiocese,80,78,2024-08-13,1675921,3671,5.05,1941531,San Francisco,CA,Bernal Heights,860.6077127659574,1.5,6735
"3802, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.745976,-122.406907,Bernal Heights,2025-08-31,Single Family Home,Victorian,1936,1878,4,3,7190,2341933,29274,0,1,Forced Air,Central Air,"Oven, Washer, Refrigerator","Close to shopping, Renovated kitchen, Private backyard",San Francisco Archdiocese,80,76,2023-08-17,1688477,4428,4.75,2341933,San Francisco,CA,Bernal Heights,1247.035676251331,1.3333333333333333,7190
"2172, Mission Street, Bernal Heights, San Francisco, CA 94102",37.746284,-122.405851,Bernal Heights,2025-08-31,Single Family Home,Victorian,1906,2789,3,3,7305,2270711,28383,484,0,Forced Air,None,"Dryer, Dishwasher, Microwave, Garbage Disposal, Washer","Updated kitchen, Concrete floors, High ceilings, Close to parks",San Francisco Archdiocese,82,82,2021-02-22,1774026,4294,4.97,2270711,San Francisco,CA,Bernal Heights,814.166726425242,1.0,7305
"2599, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.74476,-122.406759,Bernal Heights,2025-08-31,Single Family Home,Victorian,1930,1867,2,2,5245,1887763,23597,0,1,Baseboard,Evaporative,"Dryer, Oven, Refrigerator, Dishwasher, Garbage Disposal","Renovated kitchen, Tile floors, Close to public transportation, Landscaped backyard",San Francisco Unified School District,88,78,2023-09-07,1682294,3570,4.2,1887763,San Francisco,CA,Bernal Heights,1011.1210498125334,1.0,5245
"6427, Guerrero Street, Bernal Heights, San Francisco, CA 94102",37.742721,-122.400777,Bernal Heights,2025-08-31,Single Family Home,Victorian,1915,2730,3,3,6143,1727253,21590,0,2,Central Heating,Mini Split,"Microwave, Washer, Garbage Disposal, Refrigerator, Dryer","Private backyard, Updated kitchen, Fireplace",Charter Schools,90,83,2022-03-26,1322863,3266,4.79,1727253,San Francisco,CA,Bernal Heights,632.6934065934066,1.0,6143
"6083, Valencia Street, Bernal Heights, San Francisco, CA 94102",37.745237,-122.419644,Bernal Heights,2025-08-31,Single Family Home,Victorian,1916,1832,3,3,6573,2152386,26904,0,2,Baseboard,Evaporative,"Microwave, Oven, Dishwasher, Washer, Dryer","Hardwood floors, Modern kitchen, Landscaped backyard",San Francisco Unified School District,90,84,2020-12-22,1791289,4070,3.9,2152386,San Francisco,CA,Bernal Heights,1174.8831877729258,1.0,6573
"5632, Kansas Street, Potrero Hill, San Francisco, CA 94102",37.755657,-122.3883,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1968,2702,4,3,8596,2229120,27864,215,0,Forced Air,Mini Split,"Oven, Garbage Disposal, Washer, Dishwasher","Close to restaurants, Spacious backyard, Carpet floors",Private Schools,83,83,2021-01-16,1959246,4215,4.99,2229120,San Francisco,CA,Potrero Hill,824.9888971132494,1.3333333333333333,8596
"1846, 18th Street, Potrero Hill, San Francisco, CA 94102",37.750067,-122.386637,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1926,3198,4,3,11986,1957927,24474,0,1,Baseboard,Window Unit,"Refrigerator, Microwave, Dryer","Built-in storage, Close to shopping, Renovated kitchen, Private backyard, Tile floors",San Francisco Archdiocese,77,80,2023-04-05,1583796,3702,5.08,1957927,San Francisco,CA,Potrero Hill,612.2348342714197,1.3333333333333333,11986
"6020, 20th Street, Potrero Hill, San Francisco, CA 94102",37.759432,-122.390282,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1959,2986,2,3,11678,2671371,33392,0,2,Forced Air,Central Air,"Washer, Refrigerator, Garbage Disposal, Dryer, Microwave","Close to shopping, Fireplace, Landscaped backyard, Concrete floors, Renovated kitchen",Charter Schools,79,75,2020-11-30,1957683,5052,4.33,2671371,San Francisco,CA,Potrero Hill,894.6319490957803,0.6666666666666666,11678
"7970, 22nd Street, Potrero Hill, San Francisco, CA 94102",37.756755,-122.382269,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1935,2672,3,3,8005,2943955,36799,414,2,Radiant,Window Unit,"Garbage Disposal, Dryer, Washer, Oven, Dishwasher, Microwave","Fireplace, Close to public transportation, Spacious backyard, Updated kitchen, Carpet floors",Private Schools,88,79,2021-09-05,2227750,5567,5.49,2943955,San Francisco,CA,Potrero Hill,1101.7795658682635,1.0,8005
"4997, 18th Street, Potrero Hill, San Francisco, CA 94102",37.750784,-122.390642,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1996,2889,3,3,7479,2844679,35558,0,2,Central Heating,Evaporative,"Dryer, Refrigerator, Garbage Disposal, Microwave, Oven","Renovated kitchen, Fireplace, Close to shopping",Private Schools,83,82,2022-07-11,2476992,5380,4.6,2844679,San Francisco,CA,Potrero Hill,984.6587054344063,1.0,7479
"7338, 20th Street, Potrero Hill, San Francisco, CA 94102",37.758025,-122.385164,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1907,2988,3,3,9074,2317907,28973,0,1,Baseboard,None,"Washer, Garbage Disposal, Microwave, Refrigerator, Dryer","Built-in storage, Landscaped backyard, Close to parks, Laminate floors, Updated kitchen",Charter Schools,86,78,2022-02-15,1939479,4383,4.48,2317907,San Francisco,CA,Potrero Hill,775.7386211512718,1.0,9074
"5341, 20th Street, Potrero Hill, San Francisco, CA 94102",37.75009,-122.383257,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1957,2840,2,2,10261,2820378,35254,609,0,Wall Unit,Mini Split,"Garbage Disposal, Refrigerator, Washer, Dishwasher, Dryer, Oven","Concrete floors, Close to parks, Spacious backyard, Fireplace",San Francisco Unified School District,82,75,2021-02-03,2264354,5334,3.73,2820378,San Francisco,CA,Potrero Hill,993.0908450704226,1.0,10261
"1089, Potrero Avenue, Potrero Hill, San Francisco, CA 94102",37.759689,-122.387483,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1940,2697,2,3,9845,2154417,26930,0,1,Wall Unit,None,"Dryer, Dishwasher, Refrigerator, Microwave","Tile floors, Close to restaurants, Renovated kitchen, Private backyard, Fireplace",San Francisco Unified School District,75,78,2021-10-20,1733099,4074,4.37,2154417,San Francisco,CA,Potrero Hill,798.8197997775305,0.6666666666666666,9845
"3408, 20th Street, Potrero Hill, San Francisco, CA 94102",37.756981,-122.398353,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,2006,2224,2,3,4613,1924473,24055,233,2,Radiant,Window Unit,"Dryer, Garbage Disposal, Oven, Microwave, Refrigerator, Washer","Close to parks, Modern kitchen, Concrete floors",Charter Schools,83,81,2021-02-02,1565252,3638,3.43,1924473,San Francisco,CA,Potrero Hill,865.3205935251799,0.6666666666666666,4613
"4777, 22nd Street, Potrero Hill, San Francisco, CA 94102",37.758242,-122.391629,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1926,2534,3,3,9370,2484291,31053,0,0,Baseboard,Mini Split,"Microwave, Garbage Disposal, Dishwasher","Built-in storage, Close to parks, Renovated kitchen",Charter Schools,77,85,2021-09-07,1794207,4698,5.13,2484291,San Francisco,CA,Potrero Hill,980.3831886345698,1.0,9370
"4290, 20th Street, Potrero Hill, San Francisco, CA 94102",37.753737,-122.384132,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1930,2899,4,3,11532,2610451,32630,0,2,Radiant,Mini Split,"Oven, Washer, Dishwasher, Refrigerator","Renovated kitchen, Built-in storage, Private backyard, Carpet floors, Close to public transportation",San Francisco Archdiocese,80,85,2022-02-23,2335429,4937,4.9,2610451,San Francisco,CA,Potrero Hill,900.4660227664712,1.3333333333333333,11532
"2676, 20th Street, Potrero Hill, San Francisco, CA 94102",37.759802,-122.392452,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1979,2677,4,3,10517,2695631,33695,0,1,Central Heating,Mini Split,"Dryer, Washer, Microwave, Refrigerator","Hardwood floors, Built-in storage, Landscaped backyard, Close to public transportation",San Francisco Unified School District,84,80,2024-05-24,2258376,5098,3.69,2695631,San Francisco,CA,Potrero Hill,1006.9596563317147,1.3333333333333333,10517
"4121, Potrero Avenue, Potrero Hill, San Francisco, CA 94102",37.752734,-122.388841,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1971,2887,2,2,7813,1890232,23627,0,2,Wall Unit,None,"Dryer, Microwave, Garbage Disposal, Dishwasher, Washer, Oven","Tile floors, Updated kitchen, Landscaped backyard, Close to restaurants",Private Schools,78,76,2022-02-07,1698576,3574,4.72,1890232,San Francisco,CA,Potrero Hill,654.7391756148251,1.0,7813
"5699, 20th Street, Potrero Hill, San Francisco, CA 94102",37.754965,-122.380822,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1971,3198,4,3,8440,2702050,33775,329,1,Radiant,Central Air,"Washer, Oven, Dryer, Refrigerator, Microwave, Garbage Disposal","Private backyard, Hardwood floors, Close to public transportation, Fireplace, Renovated kitchen",Private Schools,81,74,2024-02-14,2254180,5109,4.67,2702050,San Francisco,CA,Potrero Hill,844.9186991869918,1.3333333333333333,8440
"5707, 22nd Street, Potrero Hill, San Francisco, CA 94102",37.75407,-122.383148,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,2006,2765,2,2,10774,2390492,29881,419,2,Central Heating,Central Air,"Dryer, Oven, Refrigerator, Microwave","Close to shopping, Carpet floors, Modern kitchen",Private Schools,87,80,2021-04-08,2017975,4521,3.43,2390492,San Francisco,CA,Potrero Hill,864.554068716094,1.0,10774
"7088, 20th Street, Potrero Hill, San Francisco, CA 94102",37.753581,-122.39049,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1911,3065,3,2,10888,2621206,32765,0,2,Forced Air,Evaporative,"Garbage Disposal, Dryer, Dishwasher, Refrigerator","Built-in storage, Close to shopping, Tile floors",San Francisco Archdiocese,83,85,2021-02-10,2077245,4957,4.06,2621206,San Francisco,CA,Potrero Hill,855.2058727569331,1.5,10888
"8389, 22nd Street, Potrero Hill, San Francisco, CA 94102",37.75447,-122.388959,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1911,2596,2,2,9812,2512540,31406,0,2,Radiant,Mini Split,"Dishwasher, Washer, Microwave","Built-in storage, Updated kitchen, Close to parks, Spacious backyard",Private Schools,78,80,2023-01-16,1897922,4751,4.66,2512540,San Francisco,CA,Potrero Hill,967.8505392912173,1.0,9812
"1294, 20th Street, Potrero Hill, San Francisco, CA 94102",37.75916,-122.382113,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1937,2133,4,3,6195,2143388,26792,0,1,Wall Unit,None,"Dishwasher, Dryer, Oven, Refrigerator, Washer","Private backyard, Concrete floors, Built-in storage, Modern kitchen, Close to shopping",San Francisco Unified School District,75,76,2021-05-08,1614332,4053,4.04,2143388,San Francisco,CA,Potrero Hill,1004.8701359587435,1.3333333333333333,6195
"8030, Kansas Street, Potrero Hill, San Francisco, CA 94102",37.759946,-122.38844,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,2002,2077,2,2,6806,2306487,28831,0,0,Radiant,None,"Microwave, Washer, Oven, Dryer, Refrigerator","Close to restaurants, Modern kitchen, Hardwood floors",Private Schools,84,84,2023-11-20,1678234,4362,4.02,2306487,San Francisco,CA,Potrero Hill,1110.489648531536,1.0,6806
"6421, 22nd Street, Potrero Hill, San Francisco, CA 94102",37.753156,-122.387251,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1964,2335,4,3,7094,2060384,25754,0,1,Wall Unit,None,"Garbage Disposal, Refrigerator, Dryer, Microwave, Oven","Close to restaurants, Tile floors, Landscaped backyard, Fireplace, Modern kitchen",San Francisco Unified School District,88,76,2024-02-29,1687835,3896,4.93,2060384,San Francisco,CA,Potrero Hill,882.3914346895075,1.3333333333333333,7094
"624, 20th Street, Potrero Hill, San Francisco, CA 94102",37.750515,-122.39878,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1906,2868,3,3,7966,1929030,24112,267,0,Wall Unit,Mini Split,"Microwave, Dryer, Dishwasher, Washer, Oven, Garbage Disposal","Hardwood floors, High ceilings, Landscaped backyard",Private Schools,89,71,2023-06-15,1439205,3647,4.58,1929030,San Francisco,CA,Potrero Hill,672.6046025104603,1.0,7966
"537, Kansas Street, Potrero Hill, San Francisco, CA 94102",37.756093,-122.385433,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1916,2930,4,3,8280,2560030,32000,210,2,Radiant,Mini Split,"Washer, Refrigerator, Oven, Microwave, Garbage Disposal","Fireplace, Spacious backyard, Updated kitchen",Charter Schools,82,73,2024-05-26,1796955,4841,4.49,2560030,San Francisco,CA,Potrero Hill,873.7303754266212,1.3333333333333333,8280
"7447, 18th Street, Potrero Hill, San Francisco, CA 94102",37.758273,-122.389667,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1986,3014,2,2,7439,2159309,26991,0,2,Forced Air,Evaporative,"Dishwasher, Microwave, Garbage Disposal, Refrigerator, Oven, Dryer","Built-in storage, Spacious backyard, Close to restaurants, Renovated kitchen",Private Schools,89,82,2020-11-21,1710059,4083,5.06,2159309,San Francisco,CA,Potrero Hill,716.4263437292634,1.0,7439
"7413, 20th Street, Potrero Hill, San Francisco, CA 94102",37.755172,-122.391898,Potrero Hill,2025-08-31,Single Family Home,Victorian/Modern,1938,2737,4,3,7964,2165606,27070,0,1,Wall Unit,Central Air,"Oven, Washer, Dryer, Microwave, Dishwasher","Close to shopping, Fireplace, Private backyard, Laminate floors, Modern kitchen",San Francisco Archdiocese,87,73,2022-08-10,1680862,4095,4.04,2165606,San Francisco,CA,Potrero Hill,791.2334672999634,1.3333333333333333,7964
